row_id,population_code,population,indicator_code,indicator,unit_code,unit,geo_code,geo,2021,2023
34352,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,ME,Montenegro,26.56,27.67
34353,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,MK,North Macedonia,9.55,:
34354,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,MT,Malta,33.39,40.2
34355,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,NL,Netherlands,65.69,71.1
34356,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,NO,Norway,66.51,67.27
34357,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,PL,Poland,40.6,46.17
34358,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,PT,Portugal,22.78,24.26
34359,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,RO,Romania,17.63,19.11
34360,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,RS,Serbia,31.95,34.73
34361,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,SE,Sweden,59.23,57.93
34362,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,SI,Slovenia,36.03,41.84
34363,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,SK,Slovakia,32.35,34.2
34364,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND,% people,TR,Türkiye,26.17,23.98
34365,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,AL,Albania,7.81,:
34366,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,AT,Austria,55.2,53.57
34367,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,BA,Bosnia and Herzegovina,22.72,39.74
34368,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,BE,Belgium,31.54,42.62
34369,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,BG,Bulgaria,25.55,27.56
34370,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,CH,Switzerland,53.48,54.97
34371,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,CY,Cyprus,41.13,53.12
34372,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,CZ,Czechia,24.47,46.46 b
34373,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,DE,Germany,34.61,52.14
34374,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,DK,Denmark,61.97,64.46
34375,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,EA,Euro area,46.97,50.94 e
34376,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,EE,Estonia,50.98,57.91
34377,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,EL,Greece,27.93,32.53
34378,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,ES,Spain,52.24,51.48
34379,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,EU27_2020,European Union - 27 countries (from 2020),45.14,49.51 e
34380,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,FI,Finland,66.21,69.81
34381,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,FR,France,52.61,48.53
34382,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,HR,Croatia,48.52,59.66
34383,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,HU,Hungary,39.37,47.69
34384,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,IE,Ireland,56.11,:
34385,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,IS,Iceland,67.29,:
34386,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,IT,Italy,55.11,52.88
34387,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,LT,Lithuania,46.35,43.74
34388,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,LU,Luxembourg,48.77,47.23
34389,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,LV,Latvia,42.54,35.22
34390,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,ME,Montenegro,30.08,29.59
34391,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,MK,North Macedonia,10.43,:
34392,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,MT,Malta,36.84,43.08
34393,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,NL,Netherlands,70.02,71.62
34394,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,NO,Norway,66.66,67.35
34395,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,PL,Poland,44.81,50.82
34396,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,PT,Portugal,25.99,26.55
34397,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,RO,Romania,19.87,20.54
34398,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,RS,Serbia,35.54,37.78
34399,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,SE,Sweden,60.93,59.04
34400,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,SI,Slovenia,38.98,44.31
34401,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,SK,Slovakia,35.37,37.73
34402,M_Y25_64,Male age 25-64,I_CCONF1,"Changed the settings of software, app or device, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,TR,Türkiye,29.43,25.93
34403,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,AL,Albania,17.37,:
34404,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,AT,Austria,49.28,49.39
34405,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,BA,Bosnia and Herzegovina,8.88,17.6
34406,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,BE,Belgium,31.11,31.08
34407,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,BG,Bulgaria,19.65,22.58
34408,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,CH,Switzerland,45.64,47.45
34409,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,CY,Cyprus,14.8,31.96
34410,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,CZ,Czechia,29.76,29.11
34411,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,DE,Germany,31.18,37.33
34412,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,DK,Denmark,38.08,36.51
34413,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,EA,Euro area,36.17,37.58 e
34414,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,EE,Estonia,32.34,38.78
34415,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,EL,Greece,19.44,18.12
34416,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,ES,Spain,41.61,40.67
34417,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,EU27_2020,European Union - 27 countries (from 2020),33.67,35.57 e
34418,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,FI,Finland,54.2,57.14
34419,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,FR,France,40.67,40.3
34420,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,HR,Croatia,26.33,22.08
34421,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,HU,Hungary,25.99,32.04
34422,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,IE,Ireland,49.27,:
34423,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,IS,Iceland,46.48,:
34424,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,IT,Italy,32.24,33.05
34425,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,LT,Lithuania,35.05,34.8
34426,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,LU,Luxembourg,45.87,44.86
34427,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,LV,Latvia,21.37,18.33
34428,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,ME,Montenegro,25.38,23.93
34429,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,MK,North Macedonia,10.72,:
34430,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,MT,Malta,35.48,36.69
34431,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,NL,Netherlands,46.75,48.08
34432,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,NO,Norway,42.43,44.28
34433,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,PL,Poland,24.6,29.49
34434,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,PT,Portugal,35.86,41.56
34435,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,RO,Romania,16.88,18.53
34436,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,RS,Serbia,18.73,1.71
34437,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,SE,Sweden,39.27,39.24
34438,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,SI,Slovenia,28.06,30.59
34439,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,SK,Slovakia,28.09,24.1
34440,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND,% people,TR,Türkiye,23.65,27.49
34441,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,AL,Albania,21.14,:
34442,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,AT,Austria,51.18,50.3
34443,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,BA,Bosnia and Herzegovina,10.66,19.63
34444,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,BE,Belgium,32.79,32.45
34445,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,BG,Bulgaria,23.8,25.97
34446,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,CH,Switzerland,46.15,47.61
34447,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,CY,Cyprus,15.74,33.92
34448,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,CZ,Czechia,31.66,29.96
34449,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,DE,Germany,33.25,39.29
34450,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,DK,Denmark,38.37,36.73
34451,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,EA,Euro area,39.13,39.75 e
34452,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,EE,Estonia,34.77,41.03
34453,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,EL,Greece,23.07,20.12
34454,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,ES,Spain,43.26,41.86
34455,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,EU27_2020,European Union - 27 countries (from 2020),36.53,37.73 e
34456,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,FI,Finland,54.9,57.61
34457,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,FR,France,43.65,42.64
34458,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,HR,Croatia,28.57,24.13
34459,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,HU,Hungary,28.36,34.07
34460,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,IE,Ireland,49.7,:
34461,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,IS,Iceland,46.56,:
34462,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,IT,Italy,37.23,36.25
34463,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,LT,Lithuania,39.49,39.36
34464,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,LU,Luxembourg,46.44,45.07
34465,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,LV,Latvia,22.86,19.38
34466,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,ME,Montenegro,28.74,25.59
34467,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,MK,North Macedonia,11.7,:
34468,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,MT,Malta,39.16,39.32
34469,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,NL,Netherlands,49.83,48.43
34470,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,NO,Norway,42.53,44.33
34471,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,PL,Poland,27.15,32.46
34472,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,PT,Portugal,40.91,45.5
34473,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,RO,Romania,19.03,19.92
34474,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,RS,Serbia,20.83,1.86
34475,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,SE,Sweden,40.4,40
34476,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,SI,Slovenia,30.36,32.4
34477,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,SK,Slovakia,30.71,26.59
34478,M_Y25_64,Male age 25-64,I_CEPVA1,"Edited photos, video or audio files, last 3 months",PC_IND_IU3,% people who have used the internet in the last 3 months,TR,Türkiye,26.6,29.73
34479,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,AL,Albania,25.99,:
34480,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,AT,Austria,61.28,65.19
34481,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,BA,Bosnia and Herzegovina,40.18,47.87
34482,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,BE,Belgium,51.74,55.73
34483,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,BG,Bulgaria,29.48,30.04
34484,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,CH,Switzerland,69.33,69.28
34485,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,CY,Cyprus,50.23,52.44
34486,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,CZ,Czechia,54.89,70.06
34487,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,DE,Germany,51.16,60.3
34488,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,DK,Denmark,75.02,74.12
34489,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,EA,Euro area,57.74,59.90 e
34490,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,EE,Estonia,57.63,63.74
34491,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,EL,Greece,43.84,50.26
34492,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,ES,Spain,66.2,65.41
34493,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,EU27_2020,European Union - 27 countries (from 2020),55.41,58.27 e
34494,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,FI,Finland,77.85,82.29
34495,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,FR,France,62.06,57.46
34496,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,HR,Croatia,50.5,53.49
34497,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,HU,Hungary,42.68,48.16
34498,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,IE,Ireland,69.77,:
34499,M_Y25_64,Male age 25-64,I_CINSAPP1,"Downloaded or installed software or apps, last 3 months",PC_IND,% people,IS,Iceland,81.25,:
